,beaconId,relayNo,rssiVal,timeStamp
342,232a,04,0,2019-03-28 17:53:50.517058
343,0007,20,86,2019-03-28 17:53:50.610146
344,0000,20,0,2019-03-28 17:53:50.610165
345,1e50,20,12,2019-03-28 17:53:50.610170
346,0020,20,0,2019-03-28 17:53:50.610175
347,0000,20,0,2019-03-28 17:53:50.610182
348,3312,20,0,2019-03-28 17:53:50.610190
349,0000,13,0,2019-03-28 17:53:51.142027
350,fa03,13,3,2019-03-28 17:53:51.142059
351,1e50,13,12,2019-03-28 17:53:51.142069
352,0020,13,0,2019-03-28 17:53:51.142078
353,0000,13,0,2019-03-28 17:53:51.142086
354,1310,13,0,2019-03-28 17:53:51.142094
355,0000,03,0,2019-03-28 17:53:51.142127
356,0f03,03,3,2019-03-28 17:53:51.142137
357,1e50,03,12,2019-03-28 17:53:51.142212
358,0020,03,0,2019-03-28 17:53:51.142244
359,0000,03,0,2019-03-28 17:53:51.142268
360,0313,03,0,2019-03-28 17:53:51.142280
361,0700,15,85,2019-03-28 17:53:51.142319
362,0700,15,86,2019-03-28 17:53:51.142330
363,1e50,15,12,2019-03-28 17:53:51.142338
364,0020,15,0,2019-03-28 17:53:51.142346
365,0000,15,0,2019-03-28 17:53:51.142354
366,230f,15,0,2019-03-28 17:53:51.142363
367,0699,14,91,2019-03-28 17:53:51.249461
368,fc03,14,3,2019-03-28 17:53:51.249488
369,1e50,14,12,2019-03-28 17:53:51.249499
370,0020,14,0,2019-03-28 17:53:51.249510
371,0000,14,0,2019-03-28 17:53:51.249520
372,0314,14,0,2019-03-28 17:53:51.249530
373,0007,24,92,2019-03-28 17:53:51.363381
374,0603,24,3,2019-03-28 17:53:51.363399
375,1e50,24,12,2019-03-28 17:53:51.363404
376,0020,24,0,2019-03-28 17:53:51.363409
377,0000,24,0,2019-03-28 17:53:51.363413
378,f310,24,0,2019-03-28 17:53:51.363417
379,0007,20,87,2019-03-28 17:53:51.363432
380,0000,20,0,2019-03-28 17:53:51.363437
381,1e50,20,12,2019-03-28 17:53:51.363441
382,0020,20,0,2019-03-28 17:53:51.363445
383,0000,20,0,2019-03-28 17:53:51.363449
384,230e,20,0,2019-03-28 17:53:51.363453
385,0700,05,90,2019-03-28 17:53:51.363465
386,0698,05,89,2019-03-28 17:53:51.363470
387,1e50,05,12,2019-03-28 17:53:51.363474
388,0020,05,0,2019-03-28 17:53:51.363478
389,0000,05,0,2019-03-28 17:53:51.363482
390,e311,05,0,2019-03-28 17:53:51.363486
391,0000,19,0,2019-03-28 17:53:51.363496
392,0403,19,3,2019-03-28 17:53:51.363501
393,1e50,19,12,2019-03-28 17:53:51.363505
394,0020,19,0,2019-03-28 17:53:51.363509
395,0000,19,0,2019-03-28 17:53:51.363513
396,2324,19,0,2019-03-28 17:53:51.363517
397,0000,02,0,2019-03-28 17:53:51.363527
398,0403,02,3,2019-03-28 17:53:51.363532
399,1e50,02,12,2019-03-28 17:53:51.363536
400,0020,02,0,2019-03-28 17:53:51.363540
401,0000,02,0,2019-03-28 17:53:51.363544
402,1309,02,0,2019-03-28 17:53:51.363548
403,0000,21,0,2019-03-28 17:53:51.745864
404,f103,21,3,2019-03-28 17:53:51.745896
405,1e50,21,12,2019-03-28 17:53:51.745907
406,0020,21,0,2019-03-28 17:53:51.745918
407,0000,21,0,2019-03-28 17:53:51.745927
408,d311,21,0,2019-03-28 17:53:51.745936
409,0699,15,89,2019-03-28 17:53:52.154808
410,0700,15,86,2019-03-28 17:53:52.154852
411,0698,15,91,2019-03-28 17:53:52.154938
412,0020,15,0,2019-03-28 17:53:52.154956
413,0000,15,0,2019-03-28 17:53:52.154966
414,3311,15,0,2019-03-28 17:53:52.154974
415,0699,06,86,2019-03-28 17:53:52.333083
416,0698,06,89,2019-03-28 17:53:52.333131
417,0700,06,90,2019-03-28 17:53:52.333150
418,0020,06,0,2019-03-28 17:53:52.333160
419,0000,06,0,2019-03-28 17:53:52.333171
420,e30c,06,0,2019-03-28 17:53:52.333188
421,0698,04,91,2019-03-28 17:53:52.666186
422,0698,04,85,2019-03-28 17:53:52.666217
423,1e50,04,12,2019-03-28 17:53:52.666229
424,0020,04,0,2019-03-28 17:53:52.666238
425,0000,04,0,2019-03-28 17:53:52.666247
426,f309,04,0,2019-03-28 17:53:52.666255
427,0699,08,92,2019-03-28 17:53:52.749174
428,0700,08,90,2019-03-28 17:53:52.749195
429,0700,08,90,2019-03-28 17:53:52.749205
430,0020,08,0,2019-03-28 17:53:52.749214
431,0000,08,0,2019-03-28 17:53:52.749222
432,2328,08,0,2019-03-28 17:53:52.749229
433,0000,13,0,2019-03-28 17:53:53.729715
434,0803,13,3,2019-03-28 17:53:53.729747
435,1e50,13,12,2019-03-28 17:53:53.729758
436,0020,13,0,2019-03-28 17:53:53.729767
437,0000,13,0,2019-03-28 17:53:53.729775
438,231a,13,0,2019-03-28 17:53:53.729783
439,0000,03,0,2019-03-28 17:53:53.729817
440,0503,03,3,2019-03-28 17:53:53.729836
441,1e50,03,12,2019-03-28 17:53:53.729853
442,0020,03,0,2019-03-28 17:53:53.729869
443,0000,03,0,2019-03-28 17:53:53.729884
444,e32b,03,0,2019-03-28 17:53:53.729899
445,0699,14,91,2019-03-28 17:53:53.829873
446,0d03,14,3,2019-03-28 17:53:53.829898
447,1e50,14,12,2019-03-28 17:53:53.829908
448,0020,14,0,2019-03-28 17:53:53.829918
449,0000,14,0,2019-03-28 17:53:53.829927
450,1321,14,0,2019-03-28 17:53:53.829936
451,0698,07,89,2019-03-28 17:53:53.829963
452,0703,07,3,2019-03-28 17:53:53.829973
453,1e50,07,12,2019-03-28 17:53:53.829981
454,0020,07,0,2019-03-28 17:53:53.829988
455,0000,07,0,2019-03-28 17:53:53.829995
456,3316,07,0,2019-03-28 17:53:53.830004
457,0698,17,89,2019-03-28 17:53:53.830029
458,0700,17,89,2019-03-28 17:53:53.830038
459,0699,17,90,2019-03-28 17:53:53.830046
460,0020,17,0,2019-03-28 17:53:53.830054
461,0000,17,0,2019-03-28 17:53:53.830062
462,3313,17,0,2019-03-28 17:53:53.830070
463,0700,16,73,2019-03-28 17:53:53.830092
464,0698,16,85,2019-03-28 17:53:53.830101
465,0698,16,89,2019-03-28 17:53:53.830109
466,0020,16,0,2019-03-28 17:53:53.830117
467,0000,16,0,2019-03-28 17:53:53.830124
468,f30b,16,0,2019-03-28 17:53:53.830132
469,0007,20,87,2019-03-28 17:53:53.830517
470,0000,20,0,2019-03-28 17:53:53.830532
471,1e50,20,12,2019-03-28 17:53:53.830542
472,0020,20,0,2019-03-28 17:53:53.830550
473,0000,20,0,2019-03-28 17:53:53.830558
474,0316,20,0,2019-03-28 17:53:53.830566
475,0700,05,88,2019-03-28 17:53:53.830588
476,0698,05,89,2019-03-28 17:53:53.830598
477,1e50,05,12,2019-03-28 17:53:53.830606
478,0020,05,0,2019-03-28 17:53:53.830614
479,0000,05,0,2019-03-28 17:53:53.830622
480,132a,05,0,2019-03-28 17:53:53.830630
481,0000,19,0,2019-03-28 17:53:53.830650
482,0d03,19,3,2019-03-28 17:53:53.830659
483,1e50,19,12,2019-03-28 17:53:53.830667
484,0020,19,0,2019-03-28 17:53:53.830674
485,0000,19,0,2019-03-28 17:53:53.830682
486,d309,19,0,2019-03-28 17:53:53.830689
487,0000,02,0,2019-03-28 17:53:53.830709
488,f603,02,3,2019-03-28 17:53:53.830718
489,1e50,02,12,2019-03-28 17:53:53.830725
490,0020,02,0,2019-03-28 17:53:53.830733
491,0000,02,0,2019-03-28 17:53:53.830741
492,0311,02,0,2019-03-28 17:53:53.830749
493,0699,15,89,2019-03-28 17:53:53.830768
494,f303,15,3,2019-03-28 17:53:53.830777
495,1e50,15,12,2019-03-28 17:53:53.830784
496,0020,15,0,2019-03-28 17:53:53.830791
497,0000,15,0,2019-03-28 17:53:53.830799
498,3329,15,0,2019-03-28 17:53:53.830806
499,0000,21,0,2019-03-28 17:53:53.984514
500,0103,21,3,2019-03-28 17:53:53.984546
501,1e50,21,12,2019-03-28 17:53:53.984559
502,0020,21,0,2019-03-28 17:53:53.984571
503,0000,21,0,2019-03-28 17:53:53.984580
504,0317,21,0,2019-03-28 17:53:53.984589
505,0699,06,88,2019-03-28 17:53:55.438370
506,0698,06,90,2019-03-28 17:53:55.438403
507,0700,06,90,2019-03-28 17:53:55.438414
508,0020,06,0,2019-03-28 17:53:55.438424
509,0000,06,0,2019-03-28 17:53:55.438432
510,031d,06,0,2019-03-28 17:53:55.438441
511,0698,04,91,2019-03-28 17:53:55.528101
512,fb03,04,3,2019-03-28 17:53:55.528119
513,1e50,04,12,2019-03-28 17:53:55.528125
514,0020,04,0,2019-03-28 17:53:55.528129
515,0000,04,0,2019-03-28 17:53:55.528133
516,e30e,04,0,2019-03-28 17:53:55.528137
517,0007,24,92,2019-03-28 17:53:55.528152
518,0535,24,1,2019-03-28 17:53:55.528157
519,0000,24,0,2019-03-28 17:53:55.528161
520,0000,24,87,2019-03-28 17:53:55.528165
521,a7b4,24,0,2019-03-28 17:53:55.528169
522,2ca8,24,76,2019-03-28 17:53:55.528173
523,0699,08,92,2019-03-28 17:53:55.528185
524,0603,08,3,2019-03-28 17:53:55.528190
525,1e50,08,12,2019-03-28 17:53:55.528194
526,0020,08,0,2019-03-28 17:53:55.528198
527,0000,08,0,2019-03-28 17:53:55.528203
528,e314,08,0,2019-03-28 17:53:55.528208
529,0000,03,0,2019-03-28 17:53:55.528366
530,0403,03,3,2019-03-28 17:53:55.528383
531,1e50,03,12,2019-03-28 17:53:55.528392
532,0020,03,0,2019-03-28 17:53:55.528400
533,0000,03,0,2019-03-28 17:53:55.528407
534,e307,03,0,2019-03-28 17:53:55.528415
535,0699,14,91,2019-03-28 17:53:55.528663
536,fe03,14,3,2019-03-28 17:53:55.528679
537,1e50,14,12,2019-03-28 17:53:55.528688
538,0020,14,0,2019-03-28 17:53:55.528697
539,0000,14,0,2019-03-28 17:53:55.528706
540,230f,14,0,2019-03-28 17:53:55.528715
541,0698,07,89,2019-03-28 17:53:55.528741
542,0803,07,3,2019-03-28 17:53:55.528751
543,1e50,07,12,2019-03-28 17:53:55.528759
544,0020,07,0,2019-03-28 17:53:55.528767
545,0000,07,0,2019-03-28 17:53:55.528776
546,3323,07,0,2019-03-28 17:53:55.528784
547,0698,17,89,2019-03-28 17:53:55.528805
548,0503,17,3,2019-03-28 17:53:55.528813
549,1e50,17,12,2019-03-28 17:53:55.528821
550,0020,17,0,2019-03-28 17:53:55.528829
551,0000,17,0,2019-03-28 17:53:55.528837
552,1316,17,0,2019-03-28 17:53:55.528846
