,beaconId,relayNo,rssiVal,timeStamp
59,131c,18,0,2019-03-28 16:02:05.962359
60,0000,21,0,2019-03-28 16:02:05.962409
61,0003,21,3,2019-03-28 16:02:05.962439
62,1e50,21,12,2019-03-28 16:02:05.962467
63,0020,21,0,2019-03-28 16:02:05.962495
64,0000,21,0,2019-03-28 16:02:05.962522
65,d308,21,0,2019-03-28 16:02:05.962550
66,0000,19,0,2019-03-28 16:02:06.058954
67,f603,19,3,2019-03-28 16:02:06.059006
68,1e50,19,12,2019-03-28 16:02:06.059033
69,0020,19,0,2019-03-28 16:02:06.059058
70,0000,19,0,2019-03-28 16:02:06.059082
71,d314,19,0,2019-03-28 16:02:06.059106
72,0000,13,0,2019-03-28 16:02:06.059347
73,0e03,13,3,2019-03-28 16:02:06.059386
74,1e50,13,12,2019-03-28 16:02:06.059412
75,0020,13,0,2019-03-28 16:02:06.059437
76,0000,13,0,2019-03-28 16:02:06.059461
77,2318,13,0,2019-03-28 16:02:06.059487
78,0007,23,88,2019-03-28 16:02:06.059536
79,0e03,23,3,2019-03-28 16:02:06.059564
80,1e50,23,12,2019-03-28 16:02:06.059590
81,0020,23,0,2019-03-28 16:02:06.059616
82,0000,23,0,2019-03-28 16:02:06.059642
83,e312,23,0,2019-03-28 16:02:06.059668
84,0699,15,91,2019-03-28 16:02:06.059811
85,0700,15,90,2019-03-28 16:02:06.059858
86,0000,15,0,2019-03-28 16:02:06.059887
87,0020,15,0,2019-03-28 16:02:06.059913
88,0000,15,0,2019-03-28 16:02:06.059938
89,e312,15,0,2019-03-28 16:02:06.059963
90,0000,14,0,2019-03-28 16:02:06.060004
91,0a03,14,3,2019-03-28 16:02:06.060022
92,1e50,14,12,2019-03-28 16:02:06.060038
93,0020,14,0,2019-03-28 16:02:06.060066
94,0000,14,0,2019-03-28 16:02:06.060092
95,330c,14,0,2019-03-28 16:02:06.060116
96,0698,05,94,2019-03-28 16:02:06.060153
97,0700,05,90,2019-03-28 16:02:06.060171
98,1e50,05,12,2019-03-28 16:02:06.060187
99,0020,05,0,2019-03-28 16:02:06.060205
100,0000,05,0,2019-03-28 16:02:06.060229
101,131b,05,0,2019-03-28 16:02:06.060253
102,0698,06,83,2019-03-28 16:02:06.060295
103,0699,06,86,2019-03-28 16:02:06.060314
104,0699,06,83,2019-03-28 16:02:06.060330
105,0020,06,0,2019-03-28 16:02:06.060346
106,0000,06,0,2019-03-28 16:02:06.060364
107,230c,06,0,2019-03-28 16:02:06.060391
108,0699,17,89,2019-03-28 16:02:06.060600
109,0700,17,88,2019-03-28 16:02:06.060630
110,0699,17,90,2019-03-28 16:02:06.060664
111,0000,17,38,2019-03-28 16:02:06.060689
112,069b,17,0,2019-03-28 16:02:06.060712
113,af07,17,101,2019-03-28 16:02:06.060729
114,0000,03,0,2019-03-28 16:02:06.060758
115,0203,03,3,2019-03-28 16:02:06.060778
116,1e50,03,12,2019-03-28 16:02:06.060802
117,0020,03,0,2019-03-28 16:02:06.060832
118,0000,03,0,2019-03-28 16:02:06.060857
119,3325,03,0,2019-03-28 16:02:06.060878
120,0699,07,89,2019-03-28 16:02:06.776449
121,0203,07,3,2019-03-28 16:02:06.776513
122,1e50,07,12,2019-03-28 16:02:06.776616
123,0020,07,0,2019-03-28 16:02:06.776678
124,0000,07,0,2019-03-28 16:02:06.776707
125,f308,07,0,2019-03-28 16:02:06.776733
126,0000,09,0,2019-03-28 16:02:06.776787
127,0b03,09,3,2019-03-28 16:02:06.776817
128,1e50,09,12,2019-03-28 16:02:06.776941
129,0020,09,0,2019-03-28 16:02:06.776989
130,0000,09,0,2019-03-28 16:02:06.777018
131,030b,09,0,2019-03-28 16:02:06.777044
132,0000,02,0,2019-03-28 16:02:06.777102
133,fa03,02,3,2019-03-28 16:02:06.777131
134,1e50,02,12,2019-03-28 16:02:06.777162
135,0020,02,0,2019-03-28 16:02:06.777188
136,0000,02,0,2019-03-28 16:02:06.777215
137,f31c,02,0,2019-03-28 16:02:06.777244
138,0007,24,87,2019-03-28 16:02:06.777306
139,0000,24,0,2019-03-28 16:02:06.777337
140,1e50,24,12,2019-03-28 16:02:06.777371
141,0020,24,0,2019-03-28 16:02:06.777405
142,0000,24,0,2019-03-28 16:02:06.777433
143,2310,24,0,2019-03-28 16:02:06.777461
144,0000,13,0,2019-03-28 16:02:06.892983
145,0535,13,1,2019-03-28 16:02:06.893034
146,0000,13,0,2019-03-28 16:02:06.893060
147,0000,13,58,2019-03-28 16:02:06.893085
148,679b,13,0,2019-03-28 16:02:06.893109
149,9b68,13,101,2019-03-28 16:02:06.893134
150,0007,20,92,2019-03-28 16:02:06.893179
151,0000,20,0,2019-03-28 16:02:06.893206
152,1e50,20,12,2019-03-28 16:02:06.893233
153,0020,20,0,2019-03-28 16:02:06.893258
154,0000,20,0,2019-03-28 16:02:06.893283
155,3321,20,0,2019-03-28 16:02:06.893309
156,0699,18,94,2019-03-28 16:02:06.893501
157,0698,18,90,2019-03-28 16:02:06.893529
158,1e50,18,12,2019-03-28 16:02:06.893555
159,0020,18,0,2019-03-28 16:02:06.893579
160,0000,18,0,2019-03-28 16:02:06.893603
161,3321,18,0,2019-03-28 16:02:06.893629
162,0000,21,0,2019-03-28 16:02:06.893671
163,f703,21,3,2019-03-28 16:02:06.893697
164,1e50,21,12,2019-03-28 16:02:06.893721
165,0020,21,0,2019-03-28 16:02:06.893757
166,0000,21,0,2019-03-28 16:02:06.893784
167,f314,21,0,2019-03-28 16:02:06.893809
168,0000,19,0,2019-03-28 16:02:06.998445
169,0b03,19,3,2019-03-28 16:02:06.998496
170,1e50,19,12,2019-03-28 16:02:06.998523
171,0020,19,0,2019-03-28 16:02:06.998547
172,0000,19,0,2019-03-28 16:02:06.998570
173,2322,19,0,2019-03-28 16:02:06.998593
174,0698,16,89,2019-03-28 16:02:06.998640
175,0700,16,76,2019-03-28 16:02:06.998667
176,0698,16,88,2019-03-28 16:02:06.998721
177,0020,16,0,2019-03-28 16:02:06.998804
178,0000,16,0,2019-03-28 16:02:06.998824
179,f31c,16,0,2019-03-28 16:02:06.998848
180,0698,04,88,2019-03-28 16:02:06.998903
181,0000,04,0,2019-03-28 16:02:06.998930
182,0000,04,0,2019-03-28 16:02:06.998948
183,0000,04,27,2019-03-28 16:02:06.998963
184,679b,04,0,2019-03-28 16:02:06.998978
185,ba68,04,101,2019-03-28 16:02:06.998999
186,0000,14,0,2019-03-28 16:02:06.999041
187,f103,14,3,2019-03-28 16:02:06.999067
188,1e50,14,12,2019-03-28 16:02:06.999093
189,0020,14,0,2019-03-28 16:02:06.999124
190,0000,14,0,2019-03-28 16:02:06.999141
191,d311,14,0,2019-03-28 16:02:06.999161
192,0699,05,93,2019-03-28 16:02:06.999195
193,0698,05,90,2019-03-28 16:02:06.999222
194,0698,05,84,2019-03-28 16:02:06.999247
195,0000,05,14,2019-03-28 16:02:06.999269
196,da9b,05,0,2019-03-28 16:02:06.999286
197,e3da,05,101,2019-03-28 16:02:06.999301
198,0699,06,82,2019-03-28 16:02:06.999335
199,0698,06,85,2019-03-28 16:02:06.999362
200,0699,06,83,2019-03-28 16:02:06.999386
201,0020,06,0,2019-03-28 16:02:06.999408
202,0000,06,0,2019-03-28 16:02:06.999425
203,230a,06,0,2019-03-28 16:02:06.999440
204,0699,07,88,2019-03-28 16:02:06.999475
205,0000,07,0,2019-03-28 16:02:06.999501
206,0000,07,0,2019-03-28 16:02:06.999525
207,0000,07,51,2019-03-28 16:02:06.999545
208,da9b,07,0,2019-03-28 16:02:06.999566
209,08db,07,101,2019-03-28 16:02:06.999581
210,0700,08,93,2019-03-28 16:02:06.999759
211,f603,08,3,2019-03-28 16:02:06.999787
212,1e50,08,12,2019-03-28 16:02:06.999812
213,0020,08,0,2019-03-28 16:02:06.999836
214,0000,08,0,2019-03-28 16:02:06.999861
215,f32b,08,0,2019-03-28 16:02:06.999877
216,0699,17,91,2019-03-28 16:02:07.596204
217,0700,17,89,2019-03-28 16:02:07.596319
218,0699,17,90,2019-03-28 16:02:07.596370
219,0020,17,0,2019-03-28 16:02:07.596400
220,0000,17,0,2019-03-28 16:02:07.596426
221,2322,17,0,2019-03-28 16:02:07.596451
222,0007,23,88,2019-03-28 16:02:07.596507
223,f903,23,3,2019-03-28 16:02:07.596546
224,1e50,23,12,2019-03-28 16:02:07.596663
225,0020,23,0,2019-03-28 16:02:07.596696
226,0000,23,0,2019-03-28 16:02:07.596762
227,231e,23,0,2019-03-28 16:02:07.596820
228,0000,03,0,2019-03-28 16:02:07.596920
229,f103,03,3,2019-03-28 16:02:07.596993
230,1e50,03,12,2019-03-28 16:02:07.597085
231,0020,03,0,2019-03-28 16:02:07.597145
232,0000,03,0,2019-03-28 16:02:07.597224
233,f316,03,0,2019-03-28 16:02:07.597250
234,0000,02,0,2019-03-28 16:02:10.259062
235,fd03,02,3,2019-03-28 16:02:10.259192
236,1e50,02,12,2019-03-28 16:02:10.259288
237,0020,02,0,2019-03-28 16:02:10.259345
238,0000,02,0,2019-03-28 16:02:10.259400
239,2326,02,0,2019-03-28 16:02:10.259455
240,0007,24,87,2019-03-28 16:02:10.359417
241,f403,24,3,2019-03-28 16:02:10.359469
242,1e50,24,12,2019-03-28 16:02:10.359496
243,0020,24,0,2019-03-28 16:02:10.359528
244,0000,24,0,2019-03-28 16:02:10.359552
245,d319,24,0,2019-03-28 16:02:10.359575
246,0700,16,85,2019-03-28 16:02:10.359875
247,0698,16,91,2019-03-28 16:02:10.359917
248,0698,16,88,2019-03-28 16:02:10.359945
249,0020,16,0,2019-03-28 16:02:10.359970
250,0000,16,0,2019-03-28 16:02:10.359996
251,e328,16,0,2019-03-28 16:02:10.360014
252,0000,13,0,2019-03-28 16:02:10.360045
253,f503,13,3,2019-03-28 16:02:10.360070
254,1e50,13,12,2019-03-28 16:02:10.360094
255,0020,13,0,2019-03-28 16:02:10.360118
256,0000,13,0,2019-03-28 16:02:10.360142
257,3324,13,0,2019-03-28 16:02:10.360158
258,0698,04,84,2019-03-28 16:02:10.360193
259,0000,04,0,2019-03-28 16:02:10.360216
260,1e50,04,12,2019-03-28 16:02:10.360241
261,0020,04,0,2019-03-28 16:02:10.360271
262,0000,04,0,2019-03-28 16:02:10.360297
263,e32d,04,0,2019-03-28 16:02:10.360319
264,0700,18,90,2019-03-28 16:02:10.360347
265,0698,18,90,2019-03-28 16:02:10.360364
266,1e50,18,12,2019-03-28 16:02:10.360385
267,0020,18,0,2019-03-28 16:02:10.360409
268,0000,18,0,2019-03-28 16:02:10.360433
269,0310,18,0,2019-03-28 16:02:10.360457
270,0000,21,0,2019-03-28 16:02:10.360641
271,fd03,21,3,2019-03-28 16:02:10.360671
272,1e50,21,12,2019-03-28 16:02:10.360696
273,0020,21,0,2019-03-28 16:02:10.360721
274,0000,21,0,2019-03-28 16:02:10.360745
275,d312,21,0,2019-03-28 16:02:10.360761
276,0000,19,0,2019-03-28 16:02:10.360968
277,f503,19,3,2019-03-28 16:02:10.360998
278,1e50,19,12,2019-03-28 16:02:10.361022
279,0020,19,0,2019-03-28 16:02:10.361047
280,0000,19,0,2019-03-28 16:02:10.361072
281,e310,19,0,2019-03-28 16:02:10.361090
282,0007,20,86,2019-03-28 16:02:10.361237
283,0000,20,0,2019-03-28 16:02:10.361264
284,1e50,20,12,2019-03-28 16:02:10.361289
285,0020,20,0,2019-03-28 16:02:10.361322
286,0000,20,0,2019-03-28 16:02:10.361344
287,2325,20,0,2019-03-28 16:02:10.361360
288,0007,23,88,2019-03-28 16:02:10.361396
289,0000,23,0,2019-03-28 16:02:10.361422
290,1e50,23,12,2019-03-28 16:02:10.361446
291,0020,23,0,2019-03-28 16:02:10.361467
292,0000,23,0,2019-03-28 16:02:10.361482
293,2310,23,0,2019-03-28 16:02:10.361497
294,0700,05,90,2019-03-28 16:02:10.361534
295,0698,05,86,2019-03-28 16:02:10.361566
296,0698,05,84,2019-03-28 16:02:10.361590
297,0020,05,0,2019-03-28 16:02:10.361607
298,0000,05,0,2019-03-28 16:02:10.361622
299,f324,05,0,2019-03-28 16:02:10.361638
300,0700,17,84,2019-03-28 16:02:12.530254
301,0700,17,89,2019-03-28 16:02:12.530339
302,1e50,17,12,2019-03-28 16:02:12.530378
303,0020,17,0,2019-03-28 16:02:12.530469
304,0000,17,0,2019-03-28 16:02:12.530604
305,131a,17,0,2019-03-28 16:02:12.530666
306,0700,15,91,2019-03-28 16:02:12.530747
307,fd03,15,3,2019-03-28 16:02:12.530786
308,1e50,15,12,2019-03-28 16:02:12.530835
309,0020,15,0,2019-03-28 16:02:12.530875
310,0000,15,0,2019-03-28 16:02:12.530928
311,2326,15,0,2019-03-28 16:02:12.530975
312,0000,14,0,2019-03-28 16:02:12.531035
313,fb03,14,3,2019-03-28 16:02:12.531070
314,1e50,14,12,2019-03-28 16:02:12.531114
315,0020,14,0,2019-03-28 16:02:12.531158
316,0000,14,0,2019-03-28 16:02:12.531203
317,232b,14,0,2019-03-28 16:02:12.531236
318,0000,03,0,2019-03-28 16:02:12.531300
319,f703,03,3,2019-03-28 16:02:12.531351
320,1e50,03,12,2019-03-28 16:02:12.531385
321,0020,03,0,2019-03-28 16:02:12.531417
322,0000,03,0,2019-03-28 16:02:12.531448
323,e31d,03,0,2019-03-28 16:02:12.531487
324,0699,07,88,2019-03-28 16:02:12.531561
325,f603,07,3,2019-03-28 16:02:12.531612
326,1e50,07,12,2019-03-28 16:02:12.531644
327,0020,07,0,2019-03-28 16:02:12.531675
328,0000,07,0,2019-03-28 16:02:12.531708
329,2328,07,0,2019-03-28 16:02:12.531757
330,0000,02,0,2019-03-28 16:02:12.531816
331,0803,02,3,2019-03-28 16:02:12.531852
332,1e50,02,12,2019-03-28 16:02:12.531891
333,0020,02,0,2019-03-28 16:02:12.531982
334,0000,02,0,2019-03-28 16:02:12.532030
335,e321,02,0,2019-03-28 16:02:12.532063
336,0700,08,93,2019-03-28 16:02:12.532122
337,0535,08,1,2019-03-28 16:02:12.532174
338,0000,08,0,2019-03-28 16:02:12.532208
339,0000,08,66,2019-03-28 16:02:12.532239
340,9a9c,08,0,2019-03-28 16:02:12.532270
341,189b,08,100,2019-03-28 16:02:12.532311
342,0007,24,87,2019-03-28 16:02:12.532377
343,0000,24,0,2019-03-28 16:02:12.532413
344,1e50,24,12,2019-03-28 16:02:12.532454
345,0020,24,0,2019-03-28 16:02:12.532499
346,0000,24,0,2019-03-28 16:02:12.532531
347,231a,24,0,2019-03-28 16:02:12.532848
348,0700,16,76,2019-03-28 16:02:12.618474
349,0698,16,89,2019-03-28 16:02:12.618526
350,0698,16,88,2019-03-28 16:02:12.618554
351,0020,16,0,2019-03-28 16:02:12.618580
352,0000,16,0,2019-03-28 16:02:12.618604
353,030f,16,0,2019-03-28 16:02:12.618628
354,0007,23,88,2019-03-28 16:02:12.618672
355,0303,23,3,2019-03-28 16:02:12.618702
356,1e50,23,12,2019-03-28 16:02:12.618730
357,0020,23,0,2019-03-28 16:02:12.618835
358,0000,23,0,2019-03-28 16:02:12.618868
359,131b,23,0,2019-03-28 16:02:12.618896
360,0700,18,90,2019-03-28 16:02:12.748587
361,0d03,18,3,2019-03-28 16:02:12.748637
362,1e50,18,12,2019-03-28 16:02:12.748665
363,0020,18,0,2019-03-28 16:02:12.748689
364,0000,18,0,2019-03-28 16:02:12.748714
365,e324,18,0,2019-03-28 16:02:12.748737
366,0699,06,85,2019-03-28 16:02:12.748782
367,0698,06,85,2019-03-28 16:02:12.748809
368,1e50,06,12,2019-03-28 16:02:12.748843
369,0020,06,0,2019-03-28 16:02:12.748949
370,0000,06,0,2019-03-28 16:02:12.748975
371,0324,06,0,2019-03-28 16:02:12.749001
372,0699,07,88,2019-03-28 16:02:12.749056
373,f603,07,3,2019-03-28 16:02:12.749078
374,1e50,07,12,2019-03-28 16:02:12.749094
375,0020,07,0,2019-03-28 16:02:12.749109
376,0000,07,0,2019-03-28 16:02:12.749128
377,2328,07,0,2019-03-28 16:02:12.749152
378,0000,21,0,2019-03-28 16:02:12.749194
379,f703,21,3,2019-03-28 16:02:12.749220
380,1e50,21,12,2019-03-28 16:02:12.749239
381,0020,21,0,2019-03-28 16:02:12.749264
382,0000,21,0,2019-03-28 16:02:12.749280
383,1308,21,0,2019-03-28 16:02:12.749303
384,0000,02,0,2019-03-28 16:02:12.749344
385,0803,02,3,2019-03-28 16:02:12.749370
386,1e50,02,12,2019-03-28 16:02:12.749387
387,0020,02,0,2019-03-28 16:02:12.749402
388,0000,02,0,2019-03-28 16:02:12.749416
389,e321,02,0,2019-03-28 16:02:12.749439
390,0700,16,76,2019-03-28 16:02:12.839091
391,0698,16,89,2019-03-28 16:02:12.839146
392,0698,16,88,2019-03-28 16:02:12.839165
393,0020,16,0,2019-03-28 16:02:12.839182
394,0000,16,0,2019-03-28 16:02:12.839197
395,030f,16,0,2019-03-28 16:02:12.839212
396,0000,13,0,2019-03-28 16:02:12.839242
397,f603,13,3,2019-03-28 16:02:12.839260
398,1e50,13,12,2019-03-28 16:02:12.839275
399,0020,13,0,2019-03-28 16:02:12.839295
400,0000,13,0,2019-03-28 16:02:12.839321
401,0323,13,0,2019-03-28 16:02:12.839345
402,0007,20,88,2019-03-28 16:02:12.839386
403,0000,20,0,2019-03-28 16:02:12.839413
404,1e50,20,12,2019-03-28 16:02:12.839446
405,0020,20,0,2019-03-28 16:02:12.839471
406,0000,20,0,2019-03-28 16:02:12.839514
407,0311,20,0,2019-03-28 16:02:12.839547
408,0698,04,87,2019-03-28 16:02:12.839588
409,0000,04,0,2019-03-28 16:02:12.839611
410,1e50,04,12,2019-03-28 16:02:12.839638
411,0020,04,0,2019-03-28 16:02:12.839664
412,0000,04,0,2019-03-28 16:02:12.839689
413,d30f,04,0,2019-03-28 16:02:12.839716
414,0000,03,0,2019-03-28 16:02:12.839757
415,0700,17,84,2019-03-28 16:02:12.989935
416,0700,17,89,2019-03-28 16:02:12.989989
417,1e50,17,12,2019-03-28 16:02:12.990016
418,0020,17,0,2019-03-28 16:02:12.990041
419,0000,17,0,2019-03-28 16:02:12.990066
420,131a,17,0,2019-03-28 16:02:12.990089
421,0700,17,89,2019-03-28 16:02:12.990134
422,0698,17,90,2019-03-28 16:02:12.990161
423,0699,17,90,2019-03-28 16:02:12.990198
424,0020,17,0,2019-03-28 16:02:12.990446
425,0000,17,0,2019-03-28 16:02:12.990489
426,f313,17,0,2019-03-28 16:02:12.990517
427,0700,15,91,2019-03-28 16:02:12.990585
428,0503,15,3,2019-03-28 16:02:12.990613
429,1e50,15,12,2019-03-28 16:02:12.990639
430,0020,15,0,2019-03-28 16:02:12.990664
431,0000,15,0,2019-03-28 16:02:12.990689
432,3309,15,0,2019-03-28 16:02:12.990713
433,0000,14,0,2019-03-28 16:02:12.990757
434,f403,14,3,2019-03-28 16:02:12.990782
435,1e50,14,12,2019-03-28 16:02:12.990805
436,0020,14,0,2019-03-28 16:02:12.990828
437,0000,14,0,2019-03-28 16:02:12.990851
438,3317,14,0,2019-03-28 16:02:12.990875
439,0699,16,91,2019-03-28 16:02:13.078809
440,0698,16,89,2019-03-28 16:02:13.078865
441,0700,16,85,2019-03-28 16:02:13.078892
442,0000,16,0,2019-03-28 16:02:13.078917
443,0000,16,0,2019-03-28 16:02:13.078942
444,d30a,16,0,2019-03-28 16:02:13.078966
445,0007,23,88,2019-03-28 16:02:13.079220
446,0000,23,0,2019-03-28 16:02:13.079263
447,1e50,23,12,2019-03-28 16:02:13.079291
448,0020,23,0,2019-03-28 16:02:13.079317
449,0000,23,0,2019-03-28 16:02:13.079342
450,030c,23,0,2019-03-28 16:02:13.079366
451,0000,21,0,2019-03-28 16:02:13.079566
452,fd03,21,3,2019-03-28 16:02:13.079598
453,1e50,21,12,2019-03-28 16:02:13.079638
454,0020,21,0,2019-03-28 16:02:13.079664
455,0000,21,0,2019-03-28 16:02:13.079688
456,d312,21,0,2019-03-28 16:02:13.079713
457,0000,02,0,2019-03-28 16:02:13.079752
458,f103,02,3,2019-03-28 16:02:13.079782
459,1e50,02,12,2019-03-28 16:02:13.079807
460,0020,02,0,2019-03-28 16:02:13.079832
461,0000,02,0,2019-03-28 16:02:13.079856
462,332e,02,0,2019-03-28 16:02:13.079877
463,0000,19,0,2019-03-28 16:02:13.710397
464,0303,19,3,2019-03-28 16:02:13.710450
465,1e50,19,12,2019-03-28 16:02:13.710478
466,0020,19,0,2019-03-28 16:02:13.710502
467,0000,19,0,2019-03-28 16:02:13.710526
468,e31e,19,0,2019-03-28 16:02:13.710550
469,0700,17,89,2019-03-28 16:02:14.365722
470,0698,17,90,2019-03-28 16:02:14.365810
471,1e50,17,12,2019-03-28 16:02:14.365849
472,0020,17,0,2019-03-28 16:02:14.365881
473,0000,17,0,2019-03-28 16:02:14.365914
474,3326,17,0,2019-03-28 16:02:14.365944
475,0699,15,91,2019-03-28 16:02:14.366008
476,0700,15,90,2019-03-28 16:02:14.366055
477,1e50,15,12,2019-03-28 16:02:14.366116
478,0020,15,0,2019-03-28 16:02:14.366157
479,0000,15,0,2019-03-28 16:02:14.366189
480,2311,15,0,2019-03-28 16:02:14.366220
481,0000,14,0,2019-03-28 16:02:14.366275
482,0535,14,1,2019-03-28 16:02:14.366320
483,0000,14,0,2019-03-28 16:02:14.366370
484,0000,14,64,2019-03-28 16:02:14.366409
485,9b9f,14,0,2019-03-28 16:02:14.366444
486,159c,14,97,2019-03-28 16:02:14.366476
487,0000,03,0,2019-03-28 16:02:14.366537
488,fd03,03,3,2019-03-28 16:02:14.366589
489,1e50,03,12,2019-03-28 16:02:14.366688
490,0020,03,0,2019-03-28 16:02:14.366746
491,0000,03,0,2019-03-28 16:02:14.366801
492,e32d,03,0,2019-03-28 16:02:14.366883
493,0700,08,93,2019-03-28 16:02:14.477739
494,0203,08,3,2019-03-28 16:02:14.477814
495,1e50,08,12,2019-03-28 16:02:14.477847
496,0020,08,0,2019-03-28 16:02:14.477876
497,0000,08,0,2019-03-28 16:02:14.477905
498,f31a,08,0,2019-03-28 16:02:14.477933
499,0700,16,79,2019-03-28 16:02:14.763543
500,0699,16,90,2019-03-28 16:02:14.763595
501,0700,16,85,2019-03-28 16:02:14.763631
502,0020,16,0,2019-03-28 16:02:14.763658
503,0000,16,0,2019-03-28 16:02:14.763684
504,230d,16,0,2019-03-28 16:02:14.763707
505,0698,04,85,2019-03-28 16:02:14.763753
506,0703,04,3,2019-03-28 16:02:14.763838
507,1e50,04,12,2019-03-28 16:02:14.763866
508,0020,04,0,2019-03-28 16:02:14.763902
509,0000,04,0,2019-03-28 16:02:14.763928
510,f31d,04,0,2019-03-28 16:02:14.763953
511,0700,18,89,2019-03-28 16:02:15.379633
512,f603,18,3,2019-03-28 16:02:15.379726
513,1e50,18,12,2019-03-28 16:02:15.379765
514,0020,18,0,2019-03-28 16:02:15.379848
515,0000,18,0,2019-03-28 16:02:15.379899
516,d314,18,0,2019-03-28 16:02:15.379948
517,0699,07,89,2019-03-28 16:02:15.380167
518,0303,07,3,2019-03-28 16:02:15.380282
519,1e50,07,12,2019-03-28 16:02:15.380345
520,0020,07,0,2019-03-28 16:02:15.380400
521,0000,07,0,2019-03-28 16:02:15.380453
522,0312,07,0,2019-03-28 16:02:15.380505
523,0000,21,0,2019-03-28 16:02:15.380693
524,f203,21,3,2019-03-28 16:02:15.380848
525,1e50,21,12,2019-03-28 16:02:15.381004
526,0020,21,0,2019-03-28 16:02:15.381132
527,0000,21,0,2019-03-28 16:02:15.381215
528,f311,21,0,2019-03-28 16:02:15.381352
529,0000,09,0,2019-03-28 16:02:15.381614
530,0203,09,3,2019-03-28 16:02:15.381754
531,1e50,09,12,2019-03-28 16:02:15.381816
532,0020,09,0,2019-03-28 16:02:15.381870
533,0000,09,0,2019-03-28 16:02:15.381929
534,2329,09,0,2019-03-28 16:02:15.382020
535,0000,09,0,2019-03-28 16:02:15.382134
536,0c03,09,3,2019-03-28 16:02:15.382197
537,1e50,09,12,2019-03-28 16:02:15.382253
538,0020,09,0,2019-03-28 16:02:15.382308
539,0000,09,0,2019-03-28 16:02:15.382362
540,032a,09,0,2019-03-28 16:02:15.382604
541,0007,24,87,2019-03-28 16:02:15.382777
542,0000,24,0,2019-03-28 16:02:15.382843
543,1e50,24,12,2019-03-28 16:02:15.382900
544,0020,24,0,2019-03-28 16:02:15.382956
545,0000,24,0,2019-03-28 16:02:15.383009
546,330b,24,0,2019-03-28 16:02:15.383063
547,0007,23,88,2019-03-28 16:02:15.788549
548,0303,23,3,2019-03-28 16:02:15.788642
549,1e50,23,12,2019-03-28 16:02:15.788697
550,0020,23,0,2019-03-28 16:02:15.788748
551,0000,23,0,2019-03-28 16:02:15.788856
552,1309,23,0,2019-03-28 16:02:15.788954
